genome_id,genome_name,mlst,serovar,isolation_country,collection_year,host_name,collection_period,country_period,baps_cluster,source_strain
g1307.7938,Streptococcus suis 714_21C,,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS19,714_21C
g1307.7939,Streptococcus suis 714_14B,,28,United Kingdom,2014,Pig,late,United Kingdom late,BAPS10,714_14B
g1307.7940,Streptococcus suis 714_19B,,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS21,714_19B
g1307.7941,Streptococcus suis TMW_SS090,MLST.ssuis.1,14,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS090
g1307.7942,Streptococcus suis 635_3A,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,635_3A
g1307.7943,Streptococcus suis 714_15A,MLST.ssuis.29,7,United Kingdom,2014,Pig,late,United Kingdom late,BAPS28,714_15A
g1307.7944,Streptococcus suis 684_7C,,25,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_7C
g1307.7945,Streptococcus suis 684_8C,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,684_8C
g1307.7946,Streptococcus suis 684_9B,,9,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_9B
g1307.7947,Streptococcus suis 684_8A,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,684_8A
g1307.7948,Streptococcus suis 684_7A,,25,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_7A
g1307.7949,Streptococcus suis 684_6C,,9,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_6C
g1307.7950,Streptococcus suis 427_17B,,15,United Kingdom,2013,Pig,late,United Kingdom late,BAPS11,427_17B
g1307.7951,Streptococcus suis 359_6B,,10,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,359_6B
g1307.7952,Streptococcus suis 684_6B,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,684_6B
g1307.7953,Streptococcus suis 684_3C,,28,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,684_3C
g1307.7954,Streptococcus suis 684_4A,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,684_4A
g1307.7955,Streptococcus suis 083_1A,MLST.Streptococcus_suis.489,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS19,083_1A
g1307.7956,Streptococcus suis 684_3B,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS21,684_3B
g1307.7957,Streptococcus suis 684_3A,,15,United Kingdom,2013,Pig,late,United Kingdom late,BAPS11,684_3A
g1307.7958,Streptococcus suis 684_25C,,15,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,684_25C
g1307.7959,Streptococcus suis 083_17C,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,083_17C
g1307.7960,Streptococcus suis 684_2A,,25,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_2A
g1307.7961,Streptococcus suis 083_17B,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,083_17B
g1307.7962,Streptococcus suis 083_1C,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS21,083_1C
g1307.7963,Streptococcus suis 684_24C,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS21,684_24C
g1307.7964,Streptococcus suis 684_18C,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS21,684_18C
g1307.7965,Streptococcus suis 684_21C,MLST.ssuis.864,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_21C
g1307.7966,Streptococcus suis 684_21B,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS21,684_21B
g1307.7967,Streptococcus suis 684_1B,,8,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,684_1B
g1307.7968,Streptococcus suis 684_21A,MLST.ssuis.864,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_21A
g1307.7969,Streptococcus suis 684_19B,,30,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,684_19B
g1307.7970,Streptococcus suis 684_20C,,9,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_20C
g1307.7971,Streptococcus suis 684_14C,,9,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_14C
g1307.7972,Streptococcus suis 083_19A,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS18,083_19A
g1307.7973,Streptococcus suis 684_20A,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,684_20A
g1307.7974,Streptococcus suis TMW_SS108,,,United Kingdom,2015,Pig,late,United Kingdom late,BAPS11,TMW_SS108
g1307.7975,Streptococcus suis 684_15B,MLST.ssuis.792,21,United Kingdom,2013,Pig,late,United Kingdom late,BAPS22,684_15B
g1307.7976,Streptococcus suis 684_14B,,9,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_14B
g1307.7977,Streptococcus suis 684_13C,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,684_13C
g1307.7978,Streptococcus suis TMW_SS091,,29,United Kingdom,2014,Pig,late,United Kingdom late,BAPS21,TMW_SS091
g1307.7979,Streptococcus suis 684_13A,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,684_13A
g1307.7980,Streptococcus suis 684_12C,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,684_12C
g1307.7981,Streptococcus suis TMW_SS106,,28,United Kingdom,2015,Pig,late,United Kingdom late,BAPS12,TMW_SS106
g1307.7982,Streptococcus suis 635_9A,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS21,635_9A
g1307.7983,Streptococcus suis 684_12A,,25,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_12A
g1307.7984,Streptococcus suis 684_12B,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,684_12B
g1307.7985,Streptococcus suis 684_11B,,28,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,684_11B
g1307.7986,Streptococcus suis 684_10A,,5,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,684_10A
g1307.7987,Streptococcus suis TMW_SS105,MLST.ssuis.28,1/2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS25,TMW_SS105
g1307.7988,Streptococcus suis 684_11C,,25,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,684_11C
g1307.7989,Streptococcus suis 635_9C,MLST.ssuis.857,15,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,635_9C
g1307.7990,Streptococcus suis 632_7C,,31,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,632_7C
g1307.7991,Streptococcus suis 632_7B,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,632_7B
g1307.7992,Streptococcus suis 632_6B,MLST.ssuis.948,6,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,632_6B
g1307.7993,Streptococcus suis 632_6C,MLST.ssuis.948,6,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,632_6C
g1307.7994,Streptococcus suis 632_6A,MLST.ssuis.948,6,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,632_6A
g1307.7995,Streptococcus suis 427_5B,,16,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,427_5B
g1307.7996,Streptococcus suis 427_17C,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS21,427_17C
g1307.7997,Streptococcus suis TMW_SS089,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS089
g1307.7998,Streptococcus suis 632_4A,MLST.ssuis.948,6,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,632_4A
g1307.7999,Streptococcus suis 427_7C,,9,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,427_7C
g1307.8000,Streptococcus suis 270_23C,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,270_23C
g1307.8001,Streptococcus suis 270_21C,,30,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,270_21C
g1307.8002,Streptococcus suis 270_21B,,30,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,270_21B
g1307.8003,Streptococcus suis 270_19C,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS20,270_19C
g1307.8004,Streptococcus suis 270_1B,,(26 partia/31 partiall),United Kingdom,2013,Pig,late,United Kingdom late,BAPS20,270_1B
g1307.8005,Streptococcus suis 083_3A,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,083_3A
g1307.8006,Streptococcus suis 083_2B,,31,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,083_2B
g1307.8007,Streptococcus suis 083_2A,,31,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,083_2A
g1307.8008,Streptococcus suis 270_11A,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS20,270_11A
g1307.8009,Streptococcus suis 270_16A,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,270_16A
g1307.8010,Streptococcus suis 083_22A,MLST.ssuis.1409,15,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,083_22A
g1307.8011,Streptococcus suis 083_25C,,10,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,083_25C
g1307.8012,Streptococcus suis 083_24C,,25,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,083_24C
g1307.8013,Streptococcus suis 083_17A,,25,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,083_17A
g1307.8014,Streptococcus suis 083_15B,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS16,083_15B
g1307.8015,Streptococcus suis 083_13A,MLST.ssuis.949,6,United Kingdom,2013,Pig,late,United Kingdom late,BAPS8,083_13A
g1307.8016,Streptococcus suis TMW_SS119,,,United Kingdom,2015,Pig,late,United Kingdom late,BAPS11,TMW_SS119
g1307.8017,Streptococcus suis TMW_SS118,,28,United Kingdom,2015,Pig,late,United Kingdom late,BAPS12,TMW_SS118
g1307.8018,Streptococcus suis TMW_SS115,,28,United Kingdom,2015,Pig,late,United Kingdom late,BAPS12,TMW_SS115
g1307.8019,Streptococcus suis TMW_SS117,,,United Kingdom,2015,Pig,late,United Kingdom late,BAPS11,TMW_SS117
g1307.8020,Streptococcus suis TMW_SS116,,,United Kingdom,2015,Pig,late,United Kingdom late,BAPS11,TMW_SS116
g1307.8021,Streptococcus suis TMW_SS114,,28,United Kingdom,2015,Pig,late,United Kingdom late,BAPS12,TMW_SS114
g1307.8022,Streptococcus suis TMW_SS113,,28,United Kingdom,2015,Pig,late,United Kingdom late,BAPS12,TMW_SS113
g1307.8023,Streptococcus suis TMW_SS111,,28,United Kingdom,2015,Pig,late,United Kingdom late,BAPS12,TMW_SS111
g1307.8024,Streptococcus suis TMW_SS112,,28,United Kingdom,2015,Pig,late,United Kingdom late,BAPS12,TMW_SS112
g1307.8025,Streptococcus suis TMW_SS104,MLST.ssuis.891,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS104
g1307.8026,Streptococcus suis TMW_SS110,,28,United Kingdom,2015,Pig,late,United Kingdom late,BAPS12,TMW_SS110
g1307.8027,Streptococcus suis TMW_SS101,MLST.ssuis.28,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS25,TMW_SS101
g1307.8028,Streptococcus suis TMW_SS102,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS102
g1307.8029,Streptococcus suis TMW_SS103,MLST.ssuis.1,14,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS103
g1307.8030,Streptococcus suis TMW_SS097,MLST.ssuis.1,1,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS097
g1307.8031,Streptococcus suis TMW_SS095,MLST.ssuis.28,1/2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS25,TMW_SS095
g1307.8032,Streptococcus suis TMW_SS096,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS096
g1307.8033,Streptococcus suis TMW_SS100,MLST.ssuis.28,1/2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS25,TMW_SS100
g1307.8034,Streptococcus suis TMW_SS099,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS099
g1307.8035,Streptococcus suis TMW_SS098,MLST.ssuis.28,2,United Kingdom,,Pig,,,BAPS25,TMW_SS098
g1307.8036,Streptococcus suis TMW_SS092,MLST.ssuis.29,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS28,TMW_SS092
g1307.8037,Streptococcus suis TMW_SS093,,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS093
g1307.8038,Streptococcus suis TMW_SS094,MLST.ssuis.87,8,United Kingdom,2014,Pig,late,United Kingdom late,BAPS5,TMW_SS094
g1307.8039,Streptococcus suis TMW_SS088,,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS18,TMW_SS088
g1307.8040,Streptococcus suis TMW_SS085,,1/2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS25,TMW_SS085
g1307.8041,Streptococcus suis TMW_SS086,MLST.ssuis.13,14,United Kingdom,2014,Pig,late,United Kingdom late,BAPS10,TMW_SS086
g1307.8042,Streptococcus suis TMW_SS087,MLST.ssuis.856,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS28,TMW_SS087
g1307.8043,Streptococcus suis TMW_SS084,MLST.ssuis.28,1/2,United Kingdom,,Pig,,,BAPS25,TMW_SS084
g1307.8044,Streptococcus suis SS1056,MLST.ssuis.908,8,United Kingdom,2010,Pig,early,United Kingdom early,BAPS9,SS1056
g1307.8045,Streptococcus suis TMW_SS035,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,TMW_SS035
g1307.8046,Streptococcus suis SS997,MLST.ssuis.916,8,United Kingdom,2010,Pig,early,United Kingdom early,BAPS9,SS997
g1307.8047,Streptococcus suis TMW_SS016,MLST.ssuis.1,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS016
g1307.8048,Streptococcus suis TMW_SS018,MLST.ssuis.87,8,United Kingdom,2013,Pig,late,United Kingdom late,BAPS5,TMW_SS018
g1307.8049,Streptococcus suis TMW_SS071,MLST.ssuis.2,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS071
g1307.8050,Streptococcus suis TMW_SS013,MLST.ssuis.29,7,United Kingdom,2013,Pig,late,United Kingdom late,BAPS28,TMW_SS013
g1307.8051,Streptococcus suis TMW_SS074,MLST.ssuis.87,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS5,TMW_SS074
g1307.8052,Streptococcus suis TMW_SS072,MLST.ssuis.856,7,United Kingdom,2014,Pig,late,United Kingdom late,BAPS28,TMW_SS072
g1307.8053,Streptococcus suis SS996,MLST.ssuis.28,1/2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS26,SS996
g1307.8054,Streptococcus suis TMW_SS050,MLST.Streptococcus_suis.295,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS18,TMW_SS050
g1307.8055,Streptococcus suis TMW_SS054,,28,United Kingdom,2014,Pig,late,United Kingdom late,BAPS10,TMW_SS054
g1307.8056,Streptococcus suis TMW_SS051,MLST.ssuis.29,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS28,TMW_SS051
g1307.8057,Streptococcus suis SS1057,MLST.ssuis.31,3,United Kingdom,2010,Pig,early,United Kingdom early,BAPS24,SS1057
g1307.8058,Streptococcus suis TMW_SS053,MLST.ssuis.28,1/2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS26,TMW_SS053
g1307.8059,Streptococcus suis TMW_SS052,MLST.ssuis.29,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS28,TMW_SS052
g1307.8060,Streptococcus suis TMW_SS017,MLST.ssuis.1552,14,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS017
g1307.8061,Streptococcus suis TMW_SS034,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,TMW_SS034
g1307.8062,Streptococcus suis SS1058,MLST.ssuis.1,1,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS1058
g1307.8063,Streptococcus suis TMW_SS036,MLST.ssuis.28,1/2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS26,TMW_SS036
g1307.8064,Streptococcus suis TMW_SS015,,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS015
g1307.8065,Streptococcus suis TMW_SS008,,9,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,TMW_SS008
g1307.8066,Streptococcus suis TMW_SS011,,14,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS011
g1307.8067,Streptococcus suis TMW_SS014,MLST.ssuis.29,7,United Kingdom,2013,Pig,late,United Kingdom late,BAPS28,TMW_SS014
g1307.8068,Streptococcus suis TMW_SS019,MLST.ssuis.1,14,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS019
g1307.8069,Streptococcus suis TMW_SS009,MLST.ssuis.25,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS27,TMW_SS009
g1307.8070,Streptococcus suis TMW_SS007,MLST.ssuis.1,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS007
g1307.8071,Streptococcus suis TMW_SS081,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS081
g1307.8072,Streptococcus suis TMW_SS083,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS083
g1307.8073,Streptococcus suis TMW_SS082,MLST.ssuis.87,8,United Kingdom,2014,Pig,late,United Kingdom late,BAPS5,TMW_SS082
g1307.8074,Streptococcus suis TMW_SS010,MLST.ssuis.1,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS010
g1307.8075,Streptococcus suis TMW_SS080,MLST.ssuis.29,7,United Kingdom,2014,Pig,late,United Kingdom late,BAPS28,TMW_SS080
g1307.8076,Streptococcus suis TMW_SS079,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS079
g1307.8077,Streptococcus suis TMW_SS012,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,TMW_SS012
g1307.8078,Streptococcus suis TMW_SS078,,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS9,TMW_SS078
g1307.8079,Streptococcus suis TMW_SS077,,14,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS077
g1307.8080,Streptococcus suis TMW_SS076,MLST.ssuis.87,8,United Kingdom,2014,Pig,late,United Kingdom late,BAPS5,TMW_SS076
g1307.8081,Streptococcus suis TMW_SS070,MLST.ssuis.911,4,United Kingdom,2014,Pig,late,United Kingdom late,BAPS1,TMW_SS070
g1307.8082,Streptococcus suis TMW_SS075,,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS8,TMW_SS075
g1307.8083,Streptococcus suis TMW_SS073,MLST.ssuis.87,8,United Kingdom,2014,Pig,late,United Kingdom late,BAPS5,TMW_SS073
g1307.8084,Streptococcus suis SS974,MLST.ssuis.28,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS25,SS974
g1307.8085,Streptococcus suis TMW_SS066,,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS2,TMW_SS066
g1307.8086,Streptococcus suis SS972,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS972
g1307.8087,Streptococcus suis TMW_SS069,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS069
g1307.8088,Streptococcus suis TMW_SS065,MLST.ssuis.87,5,United Kingdom,2014,Pig,late,United Kingdom late,BAPS5,TMW_SS065
g1307.8089,Streptococcus suis TMW_SS062,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS062
g1307.8090,Streptococcus suis TMW_SS063,MLST.ssuis.87,8,United Kingdom,2014,Pig,late,United Kingdom late,BAPS5,TMW_SS063
g1307.8091,Streptococcus suis TMW_SS064,MLST.ssuis.87,8,United Kingdom,2014,Pig,late,United Kingdom late,BAPS5,TMW_SS064
g1307.8092,Streptococcus suis TMW_SS060,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS060
g1307.8093,Streptococcus suis SS973,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS973
g1307.8094,Streptococcus suis TMW_SS061,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS061
g1307.8095,Streptococcus suis TMW_SS059,MLST.ssuis.1,1,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS059
g1307.8096,Streptococcus suis TMW_SS057,MLST.ssuis.28,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS26,TMW_SS057
g1307.8097,Streptococcus suis TMW_SS058,MLST.ssuis.1,2,United Kingdom,,Pig,,,BAPS4,TMW_SS058
g1307.8098,Streptococcus suis TMW_SS049,,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS049
g1307.8099,Streptococcus suis TMW_SS056,MLST.ssuis.28,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS26,TMW_SS056
g1307.8100,Streptococcus suis TMW_SS055,MLST.Streptococcus_suis.2,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS055
g1307.8101,Streptococcus suis TMW_SS048,MLST.ssuis.28,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS26,TMW_SS048
g1307.8102,Streptococcus suis TMW_SS046,MLST.ssuis.28,1/2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS26,TMW_SS046
g1307.8103,Streptococcus suis TMW_SS045,,,United Kingdom,2014,Pig,late,United Kingdom late,BAPS9,TMW_SS045
g1307.8104,Streptococcus suis TMW_SS047,MLST.ssuis.28,2,United Kingdom,,Pig,,,BAPS26,TMW_SS047
g1307.8105,Streptococcus suis TMW_SS044,MLST.ssuis.28,1/2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS26,TMW_SS044
g1307.8106,Streptococcus suis TMW_SS042,MLST.ssuis.23,4,United Kingdom,2013,Pig,late,United Kingdom late,BAPS5,TMW_SS042
g1307.8107,Streptococcus suis TMW_SS043,MLST.ssuis.1,2,United Kingdom,2014,Pig,late,United Kingdom late,BAPS4,TMW_SS043
g1307.8108,Streptococcus suis TMW_SS040,MLST.ssuis.1,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS040
g1307.8109,Streptococcus suis TMW_SS041,MLST.ssuis.868,3,United Kingdom,2013,Pig,late,United Kingdom late,BAPS5,TMW_SS041
g1307.8110,Streptococcus suis TMW_SS038,MLST.ssuis.1,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS038
g1307.8111,Streptococcus suis TMW_SS039,MLST.ssuis.1,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS039
g1307.8112,Streptococcus suis TMW_SS033,MLST.ssuis.28,1/2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS25,TMW_SS033
g1307.8113,Streptococcus suis TMW_SS037,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS9,TMW_SS037
g1307.8114,Streptococcus suis TMW_SS031,MLST.ssuis.1,1,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS031
g1307.8115,Streptococcus suis TMW_SS032,MLST.ssuis.31,3,United Kingdom,2013,Pig,late,United Kingdom late,BAPS24,TMW_SS032
g1307.8116,Streptococcus suis TMW_SS029,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,TMW_SS029
g1307.8117,Streptococcus suis TMW_SS028,MLST.ssuis.792,29,United Kingdom,2013,Pig,late,United Kingdom late,BAPS22,TMW_SS028
g1307.8118,Streptococcus suis TMW_SS027,MLST.ssuis.87,8,United Kingdom,2013,Pig,late,United Kingdom late,BAPS5,TMW_SS027
g1307.8119,Streptococcus suis TMW_SS025,MLST.ssuis.1,2,United Kingdom,,Pig,,,BAPS4,TMW_SS025
g1307.8120,Streptococcus suis TMW_SS026,MLST.ssuis.27,3,United Kingdom,2013,Pig,late,United Kingdom late,BAPS24,TMW_SS026
g1307.8121,Streptococcus suis TMW_SS024,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS10,TMW_SS024
g1307.8122,Streptococcus suis TMW_SS023,MLST.ssuis.1,1,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS023
g1307.8123,Streptococcus suis TMW_SS022,MLST.ssuis.1,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS022
g1307.8124,Streptococcus suis TMW_SS020,,,United Kingdom,2013,Pig,late,United Kingdom late,BAPS13,TMW_SS020
g1307.8125,Streptococcus suis TMW_SS003,MLST.ssuis.856,,United Kingdom,,Pig,,,BAPS28,TMW_SS003
g1307.8126,Streptococcus suis TMW_SS021,MLST.ssuis.792,29,United Kingdom,2013,Pig,late,United Kingdom late,BAPS22,TMW_SS021
g1307.8127,Streptococcus suis TMW_SS004,MLST.ssuis.87,8,United Kingdom,,Pig,,,BAPS5,TMW_SS004
g1307.8128,Streptococcus suis TMW_SS006,MLST.ssuis.1,2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS4,TMW_SS006
g1307.8129,Streptococcus suis TMW_SS005,MLST.ssuis.28,1/2,United Kingdom,2013,Pig,late,United Kingdom late,BAPS26,TMW_SS005
g1307.8130,Streptococcus suis SS998,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS998
g1307.8131,Streptococcus suis TMW_SS001,MLST.ssuis.1,2,United Kingdom,,Pig,,,BAPS4,TMW_SS001
g1307.8132,Streptococcus suis SS999,MLST.ssuis.108,3,United Kingdom,2010,Pig,early,United Kingdom early,BAPS1,SS999
g1307.8133,Streptococcus suis TMW_SS002,MLST.ssuis.1,2,United Kingdom,,Pig,,,BAPS4,TMW_SS002
g1307.8134,Streptococcus suis SS995,MLST.ssuis.1,14,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS995
g1307.8135,Streptococcus suis SS993,MLST.ssuis.915,,United Kingdom,2010,Pig,early,United Kingdom early,BAPS21,SS993
g1307.8136,Streptococcus suis SS992,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS992
g1307.8137,Streptococcus suis SS994,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS994
g1307.8138,Streptococcus suis SS989,MLST.ssuis.28,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS26,SS989
g1307.8139,Streptococcus suis SS991,MLST.ssuis.1,2,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS991
g1307.8140,Streptococcus suis SS983,MLST.ssuis.1,1,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS983
g1307.8141,Streptococcus suis SS985,MLST.ssuis.870,,United Kingdom,2010,Pig,early,United Kingdom early,BAPS8,SS985
g1307.8142,Streptococcus suis SS986,MLST.ssuis.914,12,United Kingdom,2010,Pig,early,United Kingdom early,BAPS11,SS986
g1307.8143,Streptococcus suis SS987,MLST.ssuis.1,1,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS987
g1307.8144,Streptococcus suis SS979,MLST.ssuis.1,14,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS979
g1307.8145,Streptococcus suis SS982,MLST.ssuis.1,14,United Kingdom,2010,Pig,early,United Kingdom early,BAPS4,SS982
g1307.8146,Streptococcus suis SS981,MLST.ssuis.790,,United Kingdom,2010,Pig,early,United Kingdom early,BAPS8,SS981
