genome_id,serovar,pds_cluster,collection_year,period,country,isolation_source
PDT000115383.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000115384.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000115385.2,"18:z4,z23:-",PDS000001234.65,2008,before_2016,USA,ground turkey
PDT000115386.2,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000115387.2,"18:z4,z23:-",PDS000001234.65,2008,before_2016,USA,ground turkey
PDT000115388.2,"18:z4,z23:-",PDS000001234.65,2008,before_2016,USA,ground turkey
PDT000115389.2,Typhimurium var. 5-,PDS000013845.603,2008,before_2016,USA,ground turkey
PDT000115390.2,Agona,PDS000031481.114,2008,before_2016,USA,ground turkey
PDT000115391.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000115392.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000115393.2,Senftenberg,PDS000032014.30,2008,before_2016,USA,chicken breast
PDT000115394.2,Reading,PDS000247378.2,2008,before_2016,USA,ground turkey
PDT000115395.2,"18:z4,z23:-",PDS000001234.65,2008,before_2016,USA,ground turkey
PDT000115396.2,"18:z4,z23:-",PDS000001234.65,2008,before_2016,USA,ground turkey
PDT000115398.3,Derby,PDS000004136.77,2008,before_2016,USA,ground turkey
PDT000115399.2,Kentucky,PDS000260145.21,2008,before_2016,USA,chicken breast
PDT000115400.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000115402.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000115403.3,Infantis,PDS000032407.2,2008,before_2016,USA,chicken breast
PDT000115404.2,"18:z4,z23:-",PDS000001234.65,2008,before_2016,USA,ground turkey
PDT000119779.2,Heidelberg,PDS000106159.105,2009,before_2016,USA,ground turkey
PDT000119813.3,Kentucky,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000119815.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000119816.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000119817.2,"18:z4,z23:-",PDS000001234.65,2009,before_2016,USA,ground turkey
PDT000119818.2,Saintpaul,PDS000004385.49,2009,before_2016,USA,ground turkey
PDT000119819.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000119820.4,Saintpaul,PDS000004383.112,2009,before_2016,USA,ground turkey
PDT000119821.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000119822.2,"18:z4,z23:-",PDS000001234.65,2009,before_2016,USA,ground turkey
PDT000119823.2,"18:z4,z23:-",PDS000001234.65,2009,before_2016,USA,ground turkey
PDT000119825.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000119826.2,"4,12:d:-",PDS000001682.46,2009,before_2016,USA,ground turkey
PDT000119827.2,Heidelberg,PDS000211943.33,2009,before_2016,USA,chicken breast
PDT000120758.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000120759.2,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000120760.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000120761.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000120762.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000120763.2,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000120764.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000120765.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000120766.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000120767.3,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000120768.2,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000120771.2,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000120772.2,Kentucky,PDS000029459.135,2008,before_2016,USA,chicken breast
PDT000120773.3,Typhimurium,PDS000272308.1,2008,before_2016,USA,chicken breast
PDT000120776.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000120777.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000120778.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000120779.2,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000120780.2,Schwarzengrund,PDS000027503.484,2008,before_2016,USA,ground turkey
PDT000120781.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000120782.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000120783.2,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000120784.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000120785.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000120786.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000120787.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000120788.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000120789.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000121062.4,Muenster,PDS000026704.31,2010,before_2016,USA,ground turkey
PDT000121063.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000121064.3,Heidelberg,PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000121065.3,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000121066.2,Hadar,PDS000158107.507,2010,before_2016,USA,ground turkey
PDT000121067.3,Typhimurium var. 5-,PDS000030628.1,2010,before_2016,USA,chicken breast
PDT000121068.3,Typhimurium var. 5-,PDS000030628.1,2010,before_2016,USA,chicken breast
PDT000121069.2,Hadar,PDS000158107.507,2010,before_2016,USA,ground turkey
PDT000121072.2,Agona,PDS000028904.114,2010,before_2016,USA,ground turkey
PDT000121073.2,Heidelberg,PDS000211943.33,2010,before_2016,USA,chicken breast
PDT000121074.3,"18:z4,z23:-",PDS000001234.65,2010,before_2016,USA,chicken breast
PDT000121075.3,"18:z4,z23:-",PDS000001234.65,2010,before_2016,USA,ground turkey
PDT000121076.3,Enteritidis,PDS000246039.27,2010,before_2016,USA,chicken breast
PDT000121127.2,Kentucky,PDS000272606.2,2015,before_2016,USA,Chicken Thighs
PDT000121128.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,Chicken Thighs
PDT000121129.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,Chicken Thighs
PDT000121130.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,Chicken Thighs
PDT000121131.2,Heidelberg,PDS000211943.33,2015,before_2016,USA,Chicken Legs
PDT000121132.2,Heidelberg,PDS000211943.33,2015,before_2016,USA,Chicken Thighs
PDT000121133.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121134.2,Kentucky,PDS000272606.2,2015,before_2016,USA,Chicken Wings
PDT000121135.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121136.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121137.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121138.2,"4,[5],12:i:-",PDS000273036.3,2015,before_2016,USA,ground turkey
PDT000121139.2,Saintpaul,PDS000029303.72,2015,before_2016,USA,ground turkey
PDT000121141.2,Livingstone,PDS000030128.4,2015,before_2016,USA,chicken breast
PDT000121142.2,Kentucky,PDS000112666.285,2015,before_2016,USA,chicken breast
PDT000121143.3,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121144.2,Schwarzengrund,PDS000004036.160,2015,before_2016,USA,ground turkey
PDT000121147.2,Kentucky,PDS000272606.2,2015,before_2016,USA,chicken breast
PDT000121148.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121149.4,Heidelberg,PDS000106159.105,2015,before_2016,USA,ground turkey
PDT000121150.2,Muenchen,PDS000198470.177,2015,before_2016,USA,ground turkey
PDT000121151.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121152.2,Muenchen,PDS000198470.177,2015,before_2016,USA,ground turkey
PDT000121154.2,Blockley,PDS000157219.165,2015,before_2016,USA,Chicken Wings
PDT000121155.2,Enteritidis,PDS000004720.200,2015,before_2016,USA,Chicken Thighs
PDT000121156.2,Newport,PDS000127718.651,2015,before_2016,USA,chicken breast
PDT000121157.2,Newport,PDS000127718.651,2015,before_2016,USA,chicken breast
PDT000121158.2,Kentucky,PDS000029426.101,2015,before_2016,USA,Chicken Leg
PDT000121159.2,Heidelberg,PDS000029725.224,2015,before_2016,USA,chicken breast
PDT000121160.2,Typhimurium var. 5-,PDS000272319.1,2015,before_2016,USA,chicken breast
PDT000121161.2,Johannesburg,PDS000218276.68,2015,before_2016,USA,Chicken Leg
PDT000121162.2,Schwarzengrund,PDS000099826.29,2015,before_2016,USA,ground turkey
PDT000121163.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121164.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121167.2,Heidelberg,PDS000211943.33,2015,before_2016,USA,chicken breast
PDT000121168.2,Kentucky,PDS000029525.26,2015,before_2016,USA,chicken breast
PDT000121169.2,Kentucky,PDS000030380.1,2015,before_2016,USA,ground turkey
PDT000121170.2,Kentucky,PDS000030380.1,2015,before_2016,USA,ground turkey
PDT000121171.2,Kentucky,PDS000030380.1,2015,before_2016,USA,ground turkey
PDT000121172.2,Braenderup,PDS000029430.13,2015,before_2016,USA,chicken breast
PDT000121173.2,Kentucky,PDS000272606.2,2015,before_2016,USA,chicken breast
PDT000121174.2,Saintpaul,PDS000029303.72,2015,before_2016,USA,ground turkey
PDT000121175.2,Kentucky,PDS000032526.25,2015,before_2016,USA,chicken breast
PDT000121176.2,Enteritidis,PDS000083226.1311,2015,before_2016,USA,Chicken Thighs
PDT000121177.2,Hadar,PDS000158107.507,2015,before_2016,USA,ground turkey
PDT000121180.2,Albany,PDS000032516.187,2015,before_2016,USA,ground turkey
PDT000121181.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121182.2,Senftenberg,PDS000032003.8,2015,before_2016,USA,ground turkey
PDT000121183.2,Kentucky,PDS000217831.57,2015,before_2016,USA,chicken breast
PDT000121184.2,Muenchen,PDS000198470.177,2015,before_2016,USA,ground turkey
PDT000121185.2,Kentucky,PDS000217831.57,2015,before_2016,USA,chicken breast
PDT000121186.2,Rissen,PDS000031137.142,2015,before_2016,USA,ground turkey
PDT000121187.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121188.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121189.2,Muenchen,PDS000198470.177,2015,before_2016,USA,ground turkey
PDT000121190.2,"4,12:i:-",PDS000253288.128,2015,before_2016,USA,ground turkey
PDT000121191.2,"4,12:i:-",PDS000253288.128,2015,before_2016,USA,ground turkey
PDT000121192.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121193.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121194.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121195.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121196.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121197.2,Muenchen,PDS000198470.177,2015,before_2016,USA,ground turkey
PDT000121198.2,Saintpaul,PDS000029303.72,2015,before_2016,USA,ground turkey
PDT000121199.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121200.2,Livingstone,PDS000030128.4,2015,before_2016,USA,chicken breast
PDT000121201.2,Kentucky,PDS000112666.285,2015,before_2016,USA,chicken breast
PDT000121202.2,Kentucky,PDS000272606.2,2015,before_2016,USA,chicken breast
PDT000121205.2,Hadar,PDS000158106.134,2015,before_2016,USA,ground turkey
PDT000121207.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121208.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121209.2,Alachua,PDS000031922.25,2015,before_2016,USA,chicken breast
PDT000121210.2,Heidelberg,PDS000211943.33,2015,before_2016,USA,chicken breast
PDT000121211.2,Kentucky,PDS000272606.2,2015,before_2016,USA,chicken breast
PDT000121212.2,Kentucky,PDS000272606.2,2015,before_2016,USA,chicken breast
PDT000121213.2,Kentucky,PDS000029229.1,2015,before_2016,USA,chicken breast
PDT000121214.2,Kentucky,PDS000272606.2,2015,before_2016,USA,chicken breast
PDT000121215.2,Kentucky,PDS000272606.2,2015,before_2016,USA,chicken breast
PDT000121216.2,Kentucky,PDS000029525.26,2015,before_2016,USA,chicken breast
PDT000121217.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121219.2,Kentucky,PDS000004066.82,2015,before_2016,USA,chicken breast
PDT000121220.2,Enteritidis,PDS000030237.1756,2015,before_2016,USA,chicken breast
PDT000121221.2,Muenchen,PDS000198470.177,2015,before_2016,USA,chicken breast
PDT000121222.2,Muenchen,PDS000198470.177,2015,before_2016,USA,ground turkey
PDT000121223.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121224.2,Saintpaul,PDS000029303.72,2015,before_2016,USA,ground turkey
PDT000121225.2,Saintpaul,PDS000029303.72,2015,before_2016,USA,chicken breast
PDT000121226.2,Saintpaul,PDS000029303.72,2015,before_2016,USA,chicken breast
PDT000121227.2,Saintpaul,PDS000029303.72,2015,before_2016,USA,chicken breast
PDT000121228.2,Blockley,PDS000116145.1,2015,before_2016,USA,chicken breast
PDT000121229.2,Kentucky,PDS000029459.135,2015,before_2016,USA,chicken breast
PDT000121230.2,Saintpaul,PDS000029303.72,2015,before_2016,USA,ground turkey
PDT000121231.2,Hadar,PDS000158106.134,2015,before_2016,USA,ground turkey
PDT000121232.2,Muenchen,PDS000198470.177,2015,before_2016,USA,ground turkey
PDT000121233.2,Heidelberg,PDS000028162.7,2015,before_2016,USA,ground turkey
PDT000121234.2,"4,12:i:-",PDS000253288.128,2015,before_2016,USA,chicken breast
PDT000121235.2,Reading,PDS000001887.891,2015,before_2016,USA,ground turkey
PDT000121236.2,Schwarzengrund,PDS000004036.160,2015,before_2016,USA,ground turkey
PDT000121238.2,Typhimurium var. 5-,PDS000272319.1,2015,before_2016,USA,chicken breast
PDT000121245.2,Reading,PDS000001887.891,2014,before_2016,USA,Young Turkey
PDT000121247.2,Saintpaul,PDS000029303.72,2014,before_2016,USA,Young Turkey
PDT000121250.2,Kentucky,PDS000260145.21,2014,before_2016,USA,Young Chicken
PDT000121259.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121261.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121264.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121267.2,Anatum,PDS000028226.224,2014,before_2016,USA,Young Turkey
PDT000121270.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121280.2,Kentucky,PDS000217831.57,2014,before_2016,USA,Young Chicken
PDT000121281.2,Schwarzengrund,PDS000002218.1068,2014,before_2016,USA,Young Chicken
PDT000121282.2,Hadar,PDS000158106.134,2014,before_2016,USA,Young Turkey
PDT000121283.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121305.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121308.2,Idikan,PDS000029639.5,2014,before_2016,USA,Young Chicken
PDT000121314.3,Reading,PDS000001887.891,2014,before_2016,USA,Young Turkey
PDT000121319.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121325.2,Kentucky,PDS000029537.7,2014,before_2016,USA,Young Chicken
PDT000121326.2,Kentucky,PDS000029437.273,2014,before_2016,USA,Young Chicken
PDT000121327.2,Reading,PDS000001887.891,2014,before_2016,USA,Young Turkey
PDT000121328.2,Anatum,PDS000028281.603,2014,before_2016,USA,Young Turkey
PDT000121334.2,Typhimurium,PDS000026658.130,2014,before_2016,USA,Young Chicken
PDT000121340.2,Hadar,PDS000158106.134,2014,before_2016,USA,Young Turkey
PDT000121344.2,Kentucky,PDS000260145.21,2014,before_2016,USA,Young Chicken
PDT000121351.2,Kentucky,PDS000217831.57,2014,before_2016,USA,Young Chicken
PDT000121355.2,Kentucky,PDS000217831.57,2014,before_2016,USA,Young Chicken
PDT000121356.2,Senftenberg,PDS000158165.18,2014,before_2016,USA,Young Turkey
PDT000121358.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121359.2,Saintpaul,PDS000029303.72,2014,before_2016,USA,Young Turkey
PDT000121361.2,Schwarzengrund,PDS000002218.1068,2014,before_2016,USA,Young Chicken
PDT000121362.2,Hadar,PDS000158107.507,2014,before_2016,USA,Young Chicken
PDT000121364.2,Typhimurium,PDS000026712.72,2014,before_2016,USA,Young Chicken
PDT000121385.2,Typhimurium,PDS000029726.9,2014,before_2016,USA,Young Chicken
PDT000121391.2,Typhimurium,PDS000180814.35,2014,before_2016,USA,Young Chicken
PDT000121392.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121397.2,Kentucky,PDS000029414.302,2014,before_2016,USA,Young Chicken
PDT000121398.2,Schwarzengrund,PDS000002218.1068,2014,before_2016,USA,Young Chicken
PDT000121401.2,Heidelberg,PDS000211943.33,2014,before_2016,USA,Young Turkey
PDT000121402.2,Hadar,PDS000158107.507,2014,before_2016,USA,Young Turkey
PDT000121403.2,Kentucky,PDS000029437.273,2014,before_2016,USA,Young Chicken
PDT000121410.2,Anatum,PDS000028226.224,2014,before_2016,USA,Young Turkey
PDT000121411.2,Schwarzengrund,PDS000004036.160,2014,before_2016,USA,Young Turkey
PDT000121412.2,Kentucky,PDS000029437.273,2014,before_2016,USA,Young Chicken
PDT000121418.2,Typhimurium,PDS000026714.7,2014,before_2016,USA,Young Chicken
PDT000121420.2,Kentucky,PDS000260145.21,2014,before_2016,USA,Young Chicken
PDT000121428.2,Typhimurium,PDS000201938.160,2014,before_2016,USA,Young Chicken
PDT000121431.2,Kentucky,PDS000029426.101,2014,before_2016,USA,Young Chicken
PDT000121433.2,Saintpaul,PDS000029303.72,2014,before_2016,USA,Young Turkey
PDT000121438.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121449.2,Berta,PDS000026549.1050,2014,before_2016,USA,Young Turkey
PDT000121455.2,Kentucky,PDS000029492.90,2014,before_2016,USA,Young Chicken
PDT000121458.2,Hadar,PDS000158106.134,2014,before_2016,USA,Young Turkey
PDT000121462.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121467.2,Albany,PDS000032516.187,2014,before_2016,USA,Young Turkey
PDT000121471.2,Schwarzengrund,PDS000027525.135,2014,before_2016,USA,Young Chicken
PDT000121478.2,Kentucky,PDS000029448.447,2014,before_2016,USA,Young Chicken
PDT000121483.2,Schwarzengrund,PDS000027514.524,2014,before_2016,USA,Young Turkey
PDT000121486.2,Typhimurium,PDS000250379.1,2014,before_2016,USA,Young Chicken
PDT000121489.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121496.2,Typhimurium,PDS000081815.149,2014,before_2016,USA,Young Chicken
PDT000121498.2,Heidelberg,PDS000211943.33,2014,before_2016,USA,Young Turkey
PDT000121501.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121502.2,Kentucky,PDS000217831.57,2014,before_2016,USA,Young Chicken
PDT000121505.2,Schwarzengrund,PDS000002218.1068,2014,before_2016,USA,Young Chicken
PDT000121509.2,Typhimurium,PDS000030156.8,2014,before_2016,USA,Young Turkey
PDT000121514.2,Heidelberg,PDS000106159.105,2014,before_2016,USA,Young Turkey
PDT000121516.2,Kentucky,PDS000032568.40,2014,before_2016,USA,Young Turkey
PDT000121527.2,Typhimurium,PDS000026712.72,2014,before_2016,USA,Young Turkey
PDT000121531.2,Typhimurium,PDS000081815.149,2014,before_2016,USA,Young Chicken
PDT000121533.2,Hadar,PDS000158106.134,2014,before_2016,USA,Young Turkey
PDT000121537.2,Kentucky,PDS000004066.82,2014,before_2016,USA,Young Chicken
PDT000121540.2,Hadar,PDS000158106.134,2014,before_2016,USA,Young Turkey
PDT000121543.2,Senftenberg,PDS000002489.96,2014,before_2016,USA,Young Turkey
PDT000121545.2,Kentucky,PDS000260145.21,2014,before_2016,USA,Young Chicken
PDT000121550.2,Schwarzengrund,PDS000002218.1068,2014,before_2016,USA,Young Chicken
PDT000121552.2,Typhimurium,PDS000081815.149,2014,before_2016,USA,Young Chicken
PDT000121562.2,Hadar,PDS000158106.134,2014,before_2016,USA,Young Turkey
PDT000121564.2,Kentucky,PDS000030366.9,2014,before_2016,USA,Young Chicken
PDT000121567.2,Schwarzengrund,PDS000002218.1068,2014,before_2016,USA,Young Chicken
PDT000121569.2,Typhimurium,PDS000272319.1,2014,before_2016,USA,Young Chicken
PDT000121748.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000121749.2,Heidelberg,PDS000211943.33,2009,before_2016,USA,chicken breast
PDT000121750.2,Typhimurium var. 5-,PDS000180814.35,2009,before_2016,USA,chicken breast
PDT000121751.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000121752.2,Kentucky,PDS000004066.82,2009,before_2016,USA,chicken breast
PDT000121753.2,"18:z4,z23:-",PDS000001234.65,2009,before_2016,USA,ground turkey
PDT000121754.3,Enteritidis,PDS000030237.1756,2009,before_2016,USA,chicken breast
PDT000121755.3,Schwarzengrund,PDS000027503.484,2009,before_2016,USA,ground turkey
PDT000121756.2,Typhimurium var. 5-,PDS000272319.1,2009,before_2016,USA,chicken breast
PDT000121757.3,Enteritidis,PDS000030237.1756,2009,before_2016,USA,chicken breast
PDT000121758.2,Heidelberg,PDS000211943.33,2009,before_2016,USA,chicken breast
PDT000121759.2,Derby,PDS000004136.77,2009,before_2016,USA,ground turkey
PDT000121772.2,Heidelberg,PDS000106159.105,2010,before_2016,USA,ground turkey
PDT000121773.2,Heidelberg,PDS000211943.33,2010,before_2016,USA,chicken breast
PDT000121774.2,Hadar,PDS000158107.507,2010,before_2016,USA,ground turkey
PDT000121775.2,Hadar,PDS000158107.507,2010,before_2016,USA,ground turkey
PDT000121776.2,Kentucky,PDS000260145.21,2010,before_2016,USA,chicken breast
PDT000121777.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000121778.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000121779.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000121780.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000121781.2,Hadar,PDS000158107.507,2010,before_2016,USA,ground turkey
PDT000122235.2,Infantis,PDS000265741.69,2016,from_2016,USA,comminuted chicken
PDT000123135.3,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000123136.2,Infantis,PDS000032407.2,2008,before_2016,USA,chicken breast
PDT000123137.2,Heidelberg,PDS000211943.33,2008,before_2016,USA,chicken breast
PDT000123138.2,Typhimurium var. 5-,PDS000180814.35,2008,before_2016,USA,chicken breast
PDT000123139.3,Agona,PDS000214890.285,2010,before_2016,USA,ground turkey
PDT000123140.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000123141.2,Typhimurium var. 5-,PDS000027365.1,2010,before_2016,USA,chicken breast
PDT000123142.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000123143.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000123144.4,Saintpaul,PDS000004383.112,2008,before_2016,USA,ground turkey
PDT000123151.3,Newport,PDS000240167.4,2010,before_2016,USA,ground turkey
PDT000123152.2,Kentucky,PDS000260145.21,2010,before_2016,USA,chicken breast
PDT000123153.2,Albany,PDS000032516.187,2010,before_2016,USA,ground turkey
PDT000123159.2,Anatum,PDS000002394.26,2008,before_2016,USA,ground turkey
PDT000123160.2,Saintpaul,PDS000004385.49,2008,before_2016,USA,ground turkey
PDT000123161.2,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000123162.2,Hadar,PDS000158106.134,2010,before_2016,USA,chicken breast
PDT000123163.2,Derby,PDS000004136.77,2010,before_2016,USA,ground turkey
PDT000123164.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000123165.2,Saintpaul,PDS000272319.1,2010,before_2016,USA,ground turkey
PDT000123170.4,Saintpaul,PDS000004383.112,2009,before_2016,USA,ground turkey
PDT000123174.2,Typhimurium var. 5-,PDS000030640.1,2009,before_2016,USA,chicken breast
PDT000123175.4,Saintpaul,PDS000004383.112,2009,before_2016,USA,ground turkey
PDT000123221.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000123222.2,Kentucky,PDS000029459.135,2008,before_2016,USA,chicken breast
PDT000123223.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000123224.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
PDT000123225.2,Heidelberg,PDS000106159.105,2008,before_2016,USA,ground turkey
PDT000123226.2,Saintpaul,PDS000004385.49,2008,before_2016,USA,ground turkey
PDT000123227.2,Enteritidis,PDS000030237.1756,2008,before_2016,USA,chicken breast
PDT000123228.2,Berta,PDS000026549.1050,2008,before_2016,USA,ground turkey
PDT000123232.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000123233.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000123234.2,Enteritidis,PDS000030237.1756,2010,before_2016,USA,chicken breast
PDT000123236.2,Heidelberg,PDS000211943.33,2010,before_2016,USA,chicken breast
PDT000123237.2,Hadar,PDS000158107.507,2010,before_2016,USA,ground turkey
PDT000123238.2,"18:z4,z23:-",PDS000001234.65,2010,before_2016,USA,ground turkey
PDT000123239.2,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000123240.4,Saintpaul,PDS000004383.112,2010,before_2016,USA,ground turkey
PDT000123241.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000123242.2,Typhimurium var. 5-,PDS000272319.1,2010,before_2016,USA,chicken breast
PDT000123243.2,"4,[5],12:r:-",PDS000004385.49,2010,before_2016,USA,ground turkey
PDT000123244.2,Typhimurium var. 5-,PDS000214890.285,2010,before_2016,USA,chicken breast
PDT000123490.2,Senftenberg,PDS000158165.18,2016,from_2016,USA,raw intact chicken
PDT000123494.2,Montevideo,PDS000027237.426,2016,from_2016,USA,comminuted chicken
PDT000123495.2,Montevideo,PDS000027237.426,2016,from_2016,USA,comminuted chicken
PDT000123514.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000123515.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000123516.2,Typhimurium var. 5-,PDS000272319.1,2008,before_2016,USA,chicken breast
PDT000123517.2,Hadar,PDS000158107.507,2008,before_2016,USA,ground turkey
PDT000123518.2,Saintpaul,PDS000004385.49,2008,before_2016,USA,ground turkey
PDT000123519.2,Hadar,PDS000158106.134,2008,before_2016,USA,ground turkey
